"prod_id","prod_name","prod_desc","prod_img","prod_feat","prod_dim","prod_type","prod_price","prod_stock"
"cb2f2f5dd65917149fa3d99d410f69581463f13fb6c0834341401d0fd9ec0c54","Blue-footed booby","nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie","http://dummyimage.com/230x237.bmp/ff4444/ffffff","[""internet solution"",""groupware"",""Innovative"",""Extended""]","{""m"":""625.6""}",0,"2029.23","6392"
"cba1d564378064aca7d8158c0f72c50342564107b787bdcd46c498da59655a2c","Indian mynah","lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis","http://dummyimage.com/171x187.jpg/ff4444/ffffff","[""composite"",""neural-net""]","{""m"":""801.12""}",0,"7929.86","12680"
"80a4ee67f9bcf7f64e749e4619bcb139de16d43c6e253f7cb4e438729e509a72","Koala","etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi","http://dummyimage.com/116x187.jpg/cc0000/ffffff","[""Focused"",""process improvement"",""Stand-alone"",""success""]","{""x"":""565.92"",""y"":""316.542"",""z"":""913.059"",""m"":""934.578""}",1,"4664.61","37422"
"298be8cad0fd1d266b0b70312f074bb2d669fa839b446af165605b70699f1590","Red kangaroo","quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in","http://dummyimage.com/109x204.png/dddddd/000000","[""synergy"",""fresh-thinking"",""Horizontal"",""scalable""]","{""m"":""486.018""}",0,"7410.78","11090"
"7e974c5705448b458251cd190d438edd847f67a05ce90bf5746f098154473a1e","Porcupine, tree","mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci","http://dummyimage.com/137x160.bmp/ff4444/ffffff","[""knowledge user"",""Decentralized"",""interactive"",""toolset"",""Grass-roots"",""even-keeled"",""empowering""]","{""x"":""401.329"",""y"":""425.528"",""z"":""498.76"",""m"":""268.862""}",1,"3504.77","11096"
"d873e23c8e63db6a87f8dfd9a8b341d4c08d37a5e1542cf1a6b1dcb8b5711edb","Northern fur seal","nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis","http://dummyimage.com/209x115.bmp/ff4444/ffffff","[""conglomeration"",""definition"",""contextually-based"",""challenge"",""actuating"",""Public-key"",""service-desk""]","{""x"":""935.924"",""y"":""335.682"",""z"":""498.934"",""m"":""183.905""}",1,"7315.64","17397"
"94bc48f10c1e2d6ffdbb0fa04ce7d746e537a2e5daa2b171ae2c21d9de73ad7a","Flamingo, lesser","rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque","http://dummyimage.com/151x152.png/5fa2dd/ffffff","[""Enhanced"",""hub"",""emulation"",""maximized""]","{""x"":""709.356"",""y"":""922.68"",""z"":""771.965"",""m"":""875.317""}",1,"9929.39","30258"
"f610cdab571333359b685d702ba4444656fe0f28db7951dbab7a34a9b0d2db13","Jaguar","justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget","http://dummyimage.com/121x247.bmp/5fa2dd/ffffff","[""Future-proofed"",""interactive""]","{""m"":""486.018""}",0,"903.18","15833"
"3942d628678a97ea827aca0a0e0a6b84b5912687ec41985df55bbb4b6ae3cacb","Cape raven","phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer","http://dummyimage.com/217x242.png/dddddd/000000","[""success"",""systemic"",""contextually-based"",""Open-architected""]","{""m"":""353.307""}",0,"7243.12","40598"
"07cb737ee3afbb94b348acabac1bf849b6de4306f0fe150c02e045b9c7e89264","Armadillo, giant","rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea","http://dummyimage.com/186x175.png/cc0000/ffffff","[""Synergistic"",""demand-driven"",""process improvement"",""Profound""]","{""m"":""921.132""}",0,"9157.18","658"
"a3949af01dcebc00d9e9de032993df21691f933c81a11cbc1a901ba3923ab45c","Yellow-necked spurfowl","montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in","http://dummyimage.com/209x154.bmp/ff4444/ffffff","[""client-server"",""Open-source"",""content-based"",""Persistent"",""analyzing"",""motivating"",""4th generation""]","{""m"":""716.01""}",0,"9405.34","44895"
"747c9d4fc2444f9978a55896f021266585a376bb3f289f52bc43c2088c98d8b7","Gorilla, western lowland","in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede","http://dummyimage.com/116x206.jpg/5fa2dd/ffffff","[""system-worthy"",""intranet"",""systemic"",""stable""]","{""m"":""115.762""}",0,"5734.47","22348"
"913cfac68f6edaaf7bebee6879de9203c67eef856886957bd6cd342770402eed","Northern elephant seal","accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia","http://dummyimage.com/198x239.bmp/ff4444/ffffff","[""Enhanced"",""systemic"",""focus group"",""Multi-channelled"",""neutral"",""architecture"",""bottom-line""]","{""m"":""965.187""}",0,"4779.04","32365"
"66000b43a8095910df528d21a044f81c24d6bc2418a36ea8f8584ba4e34fd846","Lemming, collared","nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus","http://dummyimage.com/247x245.jpg/dddddd/000000","[""structure"",""Virtual"",""superstructure"",""Triple-buffered""]","{""x"":""695.84"",""y"":""808.273"",""z"":""923.798"",""m"":""675.345""}",1,"6240.75","47188"
"9b4998cc2e2679c2a4da008e2ec031147e864d35634a5401bd49b806019e1cff","Hyrax","sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas","http://dummyimage.com/235x221.jpg/cc0000/ffffff","[""time-frame"",""Phased""]","{""m"":""598.111""}",0,"4558.72","8698"
"fe6af1a507940c8db517450bc8e1aaff385b1a1350f59862933dd9da4b8b28bc","Common wallaroo","vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam","http://dummyimage.com/194x161.bmp/5fa2dd/ffffff","[""system engine"",""maximized"",""Proactive"",""bottom-line"",""Implemented"",""Self-enabling"",""hybrid""]","{""m"":""991.804""}",0,"4884.5","28748"
"804556af1152c819a591b6158fbaccc51bc3c1d81a7fbc9a5622673b62cde8e7","Pampa gray fox","nisl nunc rhoncus dui vel sem sed sagittis nam congue","http://dummyimage.com/115x222.jpg/dddddd/000000","[""synergy"",""flexibility"",""Distributed"",""mobile""]","{""x"":""831.013"",""y"":""328.885"",""z"":""971.831"",""m"":""782.481""}",1,"8765.98","43798"
"a299990419474ba326bff27e77f623796a8863ab8da49e98796a276b4c9ea7a9","Weaver, white-browed sparrow","erat fermentum justo nec condimentum neque sapien placerat ante nulla justo","http://dummyimage.com/170x117.png/ff4444/ffffff","[""tangible"",""Switchable""]","{""x"":""671.751"",""y"":""870.568"",""z"":""302.558"",""m"":""675.002""}",1,"9088.83","24854"
"06299482e5ab3addd2a0f6b93012fe2c0ba274073feedb2dedc18360ffd21597","Grenadier, common","diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris","http://dummyimage.com/216x113.jpg/cc0000/ffffff","[""4th generation"",""Synergistic"",""Progressive"",""Function-based"",""intermediate"",""concept"",""even-keeled""]","{""x"":""804.833"",""y"":""536.036"",""z"":""4.824"",""m"":""84.673""}",1,"7446.66","27197"
"5c8866d3096de5ec78d18f3f2c2ee0afaba9bb5836673ed8df25014d929b1e8d","Kangaroo, jungle","neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros","http://dummyimage.com/101x226.jpg/cc0000/ffffff","[""optimizing"",""secondary"",""utilisation"",""encoding""]","{""m"":""466.112""}",0,"119.32","39864"
"43c6746b59b46ea85d58ec4939fd38c395d79b558b42e446630b8eec2c757f03","Tarantula, salmon pink bird eater","a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede","http://dummyimage.com/120x244.png/cc0000/ffffff","[""Public-key"",""contingency""]","{""m"":""172.52""}",0,"9932.18","48814"
"cb13e85b81de09ca9d29b48fe35c664b8c8ead5e9b853a46702e840fb5d78686","African lion","iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis","http://dummyimage.com/196x109.png/dddddd/000000","[""zero administration"",""time-frame""]","{""m"":""396.753""}",0,"7898.44","2298"
"15de9e946526da489e42a846b482ee1d84b57d278458d4f03aaa03d8d9782f7a","Bee-eater (unidentified)","pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est","http://dummyimage.com/226x119.png/dddddd/000000","[""initiative"",""local area network""]","{""x"":""911.16"",""y"":""534.024"",""z"":""44.154"",""m"":""674.104""}",1,"7580.7","48715"
"3c7fc355261e02183c72fd7b974dc2655d23b3c547a4897132529e1eeb88c492","Seal, common","ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus","http://dummyimage.com/172x132.bmp/dddddd/000000","[""architecture"",""info-mediaries"",""background"",""Advanced"",""leading edge"",""analyzer"",""parallelism""]","{""x"":""663.398"",""y"":""673.311"",""z"":""178.733"",""m"":""877.344""}",1,"6864.16","4965"
"4dba5d466790c112d220854fd22f0a8cc21b08c17958c1fc417528916e176cba","Cape wild cat","etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet","http://dummyimage.com/191x116.bmp/cc0000/ffffff","[""Right-sized"",""Persevering""]","{""m"":""260.813""}",0,"9796.15","22822"
"9b2545f24b6d09c11115528dff3b6dd9ea9be3d8d398c28ee1548db103831dd5","Monitor, water","porttitor pede justo eu massa donec dapibus duis at velit eu","http://dummyimage.com/163x156.jpg/5fa2dd/ffffff","[""multimedia"",""forecast"",""Stand-alone"",""User-centric""]","{""m"":""851.569""}",0,"9873.5","41828"
"344d7108f53a43b2c27de46a9ccfba52d6cae3cd0f122492558dc0745e4bef2c","White-lipped peccary","vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in","http://dummyimage.com/218x107.png/dddddd/000000","[""info-mediaries"",""Digitized"",""Face to face"",""Synchronised""]","{""m"":""359.518""}",0,"7585.48","27276"
"c02545a89cbd8fddf2c3dfed0f328336c683059ee859ffae23012fac40a50b05","Eagle, white-bellied sea","ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero","http://dummyimage.com/236x126.bmp/cc0000/ffffff","[""Horizontal"",""functionalities""]","{""x"":""476.654"",""y"":""480.053"",""z"":""653.683"",""m"":""880.183""}",1,"204.56","34623"
"776adb5d5492aa9393dcb60486de913231eb0dcafa79d6fd277321dca67e7225","Fox, arctic","maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy","http://dummyimage.com/183x115.png/5fa2dd/ffffff","[""Cloned"",""transitional""]","{""m"":""338.512""}",0,"3788.01","2538"
"cbab11fd2c96c6bbe255e0c52f8a4e5cfa288b631b6174ec22303dc546655c57","Waxbill, blue","duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate","http://dummyimage.com/214x111.jpg/ff4444/ffffff","[""firmware"",""5th generation"",""global"",""implementation""]","{""x"":""839.665"",""y"":""739.185"",""z"":""401.597"",""m"":""813.376""}",1,"5449.47","43630"
"2c1f6497891aff94b25b08b376b357cdc65b287ee322da139fd1a63ee13a2b47","Bunting, crested","non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing","http://dummyimage.com/166x147.png/ff4444/ffffff","[""Self-enabling"",""well-modulated"",""tangible"",""hardware""]","{""x"":""384.436"",""y"":""44.873"",""z"":""447.387"",""m"":""477.218""}",1,"8495.81","29486"
"6eec724bfae4dcad7e7bfb2e87fca2e2b419288b5abbb547df9ed40b1403f5db","Ring-tailed possum","mi integer ac neque duis bibendum morbi non quam nec dui","http://dummyimage.com/142x152.jpg/ff4444/ffffff","[""Enhanced"",""Digitized"",""3rd generation"",""productivity""]","{""m"":""645.326""}",0,"4805.04","49495"
"0699ee63aa56d99b8df985787d66dd1b9311456f1ac0cee8a0f379cc38b29378","Raccoon, common","sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et","http://dummyimage.com/105x162.png/5fa2dd/ffffff","[""homogeneous"",""parallelism"",""mission-critical"",""non-volatile""]","{""x"":""535.375"",""y"":""552.3"",""z"":""828.258"",""m"":""516.378""}",1,"625.9","16033"
"062aafa1f98e09a3738168c37d75a436f51b231df57bb0880a512c8e68d86e0f","Pale white-eye","curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel","http://dummyimage.com/103x214.png/ff4444/ffffff","[""Phased"",""Operative"",""Multi-channelled"",""well-modulated""]","{""x"":""1.084"",""y"":""238.1"",""z"":""288.919"",""m"":""770.692""}",1,"3577.3","8120"
"3395f326d8d6668a3a9bffe30295bc56e6abb1a4b9875171c44a37ae7d620b7b","Greater adjutant stork","eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at","http://dummyimage.com/179x181.jpg/ff4444/ffffff","[""composite"",""Business-focused"",""Persevering"",""Implemented"",""Implemented"",""impactful"",""client-server""]","{""m"":""256.961""}",0,"9812.49","45888"
"38c0f5531652d8f1727c194ede780ddef75820a597f64eacf21f4e158f0e5086","Black-capped capuchin","tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in","http://dummyimage.com/188x208.bmp/cc0000/ffffff","[""Configurable"",""knowledge user""]","{""m"":""638.2""}",0,"929.67","9430"
